"CVE_GEOEST","LATITUD","LONGITUD","ALTITUD","CARTA_TOPO","TIPO","NOMBRE_EDO","NOMBRE_MUN"
"010030190","21°54'07.710""N","102°44'09.051""W","1696","F13D17","R","Aguascalientes","Calvillo"
"010050190","21°57'06.382""N","102°19'01.403""W","1868","F13D19","R","Aguascalientes","Jesús María"
"010060190","22°05'59.134""N","102°16'07.305""W","1902","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010070190","22°13'30.821""N","102°18'18.961""W","1936","F13B89","R","Aguascalientes","Rincón de Romos"
"010080190","22°09'30.434""N","102°24'48.028""W","2049","F13B88","R","Aguascalientes","San José de Gracia"
"010090190","22°12'55.740""N","102°15'26.233""W","1910","F13B89","R","Aguascalientes","Tepezalá"
"010100190","21°51'24.421""N","102°08'27.140""W","2019","F13D19","R","Aguascalientes","El Llano"
"010020189","22°15'32.022""N","102°02'00.328""W","2028","F13B79","R","Aguascalientes","Asientos"
"010060189","22°06'14.935""N","102°16'30.681""W","1888","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010070189","22°09'50.277""N","102°18'55.469""W","1917","F13B89","R","Aguascalientes","Rincón de Romos"
"010080189","22°09'27.485""N","102°24'17.788""W","2085","F13B88","R","Aguascalientes","San José de Gracia"
"010090189","22°11'35.400""N","102°14'53.501""W","1914","F13B89","R","Aguascalientes","Tepezalá"
"010020191","22°16'23.241""N","102°03'05.164""W","2051","F13B79","R","Aguascalientes","Asientos"
"010030191","21°49'03.159""N","102°43'34.736""W","1756","F13D17","R","Aguascalientes","Calvillo"
"010020193","22°05'52.964""N","102°01'11.164""W","2013","F13B89","R","Aguascalientes","Asientos"
"010010192","21°52'10.000""N","102°19'58.000""W","1851","F13D19","R","Aguascalientes","Aguascalientes"
"010020192","22°03'34.018""N","102°05'25.368""W","1970","F13B89","R","Aguascalientes","Asientos"
"010030192","21°45'57.345""N","102°48'41.151""W","1559","F13D17","R","Aguascalientes","Calvillo"
"010070192","22°10'26.929""N","102°17'10.039""W","1914","F13B89","R","Aguascalientes","Rincón de Romos"
"010060193","22°07'42.691""N","102°18'52.676""W","1913","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010070193","22°14'22.544""N","102°18'59.101""W","1950","F13B89","R","Aguascalientes","Rincón de Romos"
"010090193","22°13'20.002""N","102°13'30.917""W","1945","F13B89","R","Aguascalientes","Tepezalá"
"010020194","22°11'02.212""N","102°02'15.575""W","2007","F13B89","R","Aguascalientes","Asientos"
"010060194","22°03'58.935""N","102°18'00.155""W","1900","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010070194","22°09'13.973""N","102°20'27.033""W","1938","F13B88","R","Aguascalientes","Rincón de Romos"
"010020195","22°03'50.512""N","102°01'12.352""W","2008","F13B89","R","Aguascalientes","Asientos"
"010050195","21°55'06.598""N","102°22'47.497""W","1887","F13D18","R","Aguascalientes","Jesús María"
"010060195","22°07'14.496""N","102°19'08.870""W","1900","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010100195","21°52'34.506""N","102°03'17.444""W","2015","F13D19","R","Aguascalientes","El Llano"
"010020199","22°06'16.000""N","102°03'05.000""W","1996","F13B89","R","Aguascalientes","Asientos"
"010020196","22°06'23.477""N","102°02'51.101""W","2005","F13B89","R","Aguascalientes","Asientos"
"010060196","22°08'23.103""N","102°19'11.981""W","1927","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010100196","21°50'06.807""N","102°08'40.614""W","2009","F13D19","R","Aguascalientes","El Llano"
"010010197","21°53'17.440""N","102°21'16.704""W","1865","F13D18","R","Aguascalientes","Aguascalientes"
"010020197","22°14'08.734""N","102°05'55.058""W","2200","F13B89","R","Aguascalientes","Asientos"
"010060197","22°08'08.119""N","102°18'56.903""W","1911","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010070197","22°19'13.928""N","102°13'32.054""W","1939","F13B79","R","Aguascalientes","Rincón de Romos"
"010100197","21°52'06.731""N","102°03'40.449""W","2024","F13D19","R","Aguascalientes","El Llano"
"010020198","22°15'22.447""N","102°01'35.193""W","2023","F13B79","R","Aguascalientes","Asientos"
"010050198","21°56'42.000""N","102°20'34.000""W","1881","F13D18","R","Aguascalientes","Jesús María"
"010060198","22°06'40.748""N","102°17'27.339""W","1890","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010070198","22°22'06.205""N","102°14'22.101""W","1951","F13B79","R","Aguascalientes","Rincón de Romos"
"010030199","21°56'05.511""N","102°46'40.990""W","2140","F13D17","R","Aguascalientes","Calvillo"
"010060199","22°07'40.320""N","102°17'17.386""W","1910","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010070199","22°13'46.000""N","102°24'22.377""W","2042","F13B88","R","Aguascalientes","Rincón de Romos"
"010100199","21°48'23.798""N","102°08'02.788""W","2000","F13D19","R","Aguascalientes","El Llano"
"010010207","21°52'40.978""N","102°21'10.884""W","1854","F13D18","R","Aguascalientes","Aguascalientes"
"010020202","22°02'43.982""N","101°59'15.531""W","2009","F14A81","R","Aguascalientes","Asientos"
"010030202","21°57'06.409""N","102°41'15.710""W","1740","F13D17","R","Aguascalientes","Calvillo"
"010050202","21°57'31.955""N","102°29'31.570""W","2073","F13D18","R","Aguascalientes","Jesús María"
"010060202","22°06'15.322""N","102°18'19.241""W","1906","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010070202","22°12'26.870""N","102°17'40.355""W","1927","F13B89","R","Aguascalientes","Rincón de Romos"
"010100202","21°47'50.489""N","102°03'56.807""W","1984","F13D19","R","Aguascalientes","El Llano"
"010060203","22°06'46.401""N","102°14'55.089""W","1911","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010070203","22°11'26.721""N","102°18'51.846""W","1932","F13B89","R","Aguascalientes","Rincón de Romos"
"010100203","21°50'57.126""N","102°03'25.990""W","2007","F13D19","R","Aguascalientes","El Llano"
"010020204","22°16'37.063""N","102°02'07.411""W","2032","F13B79","R","Aguascalientes","Asientos"
"010030204","21°49'33.049""N","102°43'56.440""W","1680","F13D17","R","Aguascalientes","Calvillo"
"010050204","21°54'03.081""N","102°31'42.681""W","2203","F13D18","R","Aguascalientes","Jesús María"
"010060204","22°07'18.589""N","102°15'38.058""W","1900","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010100204","21°48'24.381""N","102°03'38.706""W","1987","F13D19","R","Aguascalientes","El Llano"
"010020205","22°03'44.573""N","102°06'06.913""W","1960","F13B89","R","Aguascalientes","Asientos"
"010050205","21°56'56.296""N","102°30'23.502""W","2079","F13D18","R","Aguascalientes","Jesús María"
"010060205","22°08'41.438""N","102°17'44.170""W","1930","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010070205","22°11'44.548""N","102°19'55.130""W","1959","F13B89","R","Aguascalientes","Rincón de Romos"
"010100205","21°50'19.713""N","102°02'37.696""W","1987","F13D19","R","Aguascalientes","El Llano"
"010060200","22°07'28.749""N","102°17'29.358""W","1891","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010070200","22°13'37.921""N","102°18'30.724""W","1939","F13B89","R","Aguascalientes","Rincón de Romos"
"010010201","21°53'58.798""N","102°20'47.155""W","1885","F13D18","R","Aguascalientes","Aguascalientes"
"010020201","22°05'46.443""N","101°59'44.710""W","2034","F14A81","R","Aguascalientes","Asientos"
"010060201","22°07'55.394""N","102°18'56.923""W","1913","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010070201","22°13'12.018""N","102°17'52.521""W","1929","F13B89","R","Aguascalientes","Rincón de Romos"
"010100201","21°48'02.807""N","102°03'52.811""W","1986","F13D19","R","Aguascalientes","El Llano"
"010020206","22°05'38.499""N","101°59'18.001""W","2038","F14A81","R","Aguascalientes","Asientos"
"010030206","21°51'15.323""N","102°44'28.068""W","1621","F13D17","R","Aguascalientes","Calvillo"
"010050206","21°53'50.497""N","102°24'03.913""W","1933","F13D18","R","Aguascalientes","Jesús María"
"010060206","22°07'27.166""N","102°15'56.971""W","1891","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010070206","22°15'02.049""N","102°16'48.242""W","1927","F13B79","R","Aguascalientes","Rincón de Romos"
"010020208","22°04'42.116""N","102°06'46.923""W","2011","F13B89","R","Aguascalientes","Asientos"
"010050208","21°53'04.311""N","102°27'41.014""W","2000","F13D18","R","Aguascalientes","Jesús María"
"010060208","22°07'40.068""N","102°16'14.574""W","1895","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010070208","22°13'09.389""N","102°20'18.623""W","2001","F13B88","R","Aguascalientes","Rincón de Romos"
"010020207","22°05'52.595""N","102°00'07.387""W","2032","F13B89","R","Aguascalientes","Asientos"
"010030207","21°54'48.662""N","102°43'01.723""W","1743","F13D17","R","Aguascalientes","Calvillo"
"010050207","21°57'43.509""N","102°19'10.685""W","1870","F13D19","R","Aguascalientes","Jesús María"
"010060207","22°06'32.259""N","102°16'37.170""W","1889","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010100207","21°54'25.072""N","101°57'46.807""W","2029","F14C11","R","Aguascalientes","El Llano"
"010010209","21°49'58.682""N","102°19'45.852""W","1850","F13D19","R","Aguascalientes","Aguascalientes"
"010020209","22°06'48.821""N","101°59'01.995""W","2039","F14A81","R","Aguascalientes","Asientos"
"010030209","21°57'37.090""N","102°36'15.436""W","2380","F13D18","R","Aguascalientes","Calvillo"
"010050209","21°55'26.922""N","102°34'57.366""W","2239","F13D18","R","Aguascalientes","Jesús María"
"010060209","22°07'38.966""N","102°17'30.715""W","1893","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010070209","22°19'19.161""N","102°13'32.850""W","1939","F13B79","R","Aguascalientes","Rincón de Romos"
"010100209","21°54'40.281""N","102°08'17.463""W","2050","F13D19","R","Aguascalientes","El Llano"
"010020211","22°16'42.473""N","102°02'16.251""W","2034","F13B79","R","Aguascalientes","Asientos"
"010020210","22°04'37.132""N","101°57'15.897""W","2056","F14A81","R","Aguascalientes","Asientos"
"010050210","21°58'10.081""N","102°18'57.830""W","1877","F13D19","R","Aguascalientes","Jesús María"
"010060210","22°07'14.741""N","102°19'16.512""W","1900","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010070210","22°11'28.633""N","102°17'13.212""W","1917","F13B89","R","Aguascalientes","Rincón de Romos"
"010100210","21°56'55.642""N","102°07'48.308""W","2059","F13D19","R","Aguascalientes","El Llano"
"010050211","21°50'17.000""N","102°31'22.000""W","1939","F13D18","R","Aguascalientes","Jesús María"
"010060211","22°07'49.707""N","102°15'24.796""W","1909","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010070211","22°18'20.995""N","102°13'05.691""W","1936","F13B79","R","Aguascalientes","Rincón de Romos"
"010100211","21°49'36.000""N","102°05'16.000""W","2010","F13D19","R","Aguascalientes","El Llano"
"010020217","22°02'05.866""N","101°53'00.097""W","2084","F14A81","R","Aguascalientes","Asientos"
"010020214","22°04'23.143""N","102°05'50.666""W","1973","F13B89","R","Aguascalientes","Asientos"
"010030214","21°52'34.541""N","102°39'32.463""W","1744","F13D18","R","Aguascalientes","Calvillo"
"010050214","21°59'44.716""N","102°20'04.240""W","1881","F13D18","R","Aguascalientes","Jesús María"
"010070214","22°16'52.465""N","102°16'48.537""W","1933","F13B79","R","Aguascalientes","Rincón de Romos"
"010100214","21°55'41.002""N","102°04'51.710""W","2065","F13D19","R","Aguascalientes","El Llano"
"010020215","22°06'51.338""N","102°01'34.232""W","2023","F13B89","R","Aguascalientes","Asientos"
"010030215","22°01'35.360""N","102°43'04.463""W","2012","F13B87","R","Aguascalientes","Calvillo"
"010060215","22°07'57.265""N","102°14'26.256""W","1930","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010070215","22°13'27.000""N","102°18'38.000""W","1940","F13B89","R","Aguascalientes","Rincón de Romos"
"010020216","22°08'49.334""N","102°02'46.304""W","1989","F13B89","R","Aguascalientes","Asientos"
"010030216","21°54'43.407""N","102°48'33.392""W","2245","F13D17","R","Aguascalientes","Calvillo"
"010050216","21°56'57.215""N","102°19'07.144""W","1869","F13D19","R","Aguascalientes","Jesús María"
"010060216","22°04'24.899""N","102°18'37.324""W","1910","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010070216","22°12'13.450""N","102°16'44.048""W","1919","F13B89","R","Aguascalientes","Rincón de Romos"
"010100216","21°54'37.658""N","102°09'17.362""W","2041","F13D19","R","Aguascalientes","El Llano"
"010020212","22°06'39.644""N","102°03'20.261""W","1993","F13B89","R","Aguascalientes","Asientos"
"010050212","21°56'01.758""N","102°27'53.275""W","1977","F13D18","R","Aguascalientes","Jesús María"
"010060212","22°08'58.523""N","102°17'36.508""W","1920","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010070212","22°11'09.616""N","102°17'39.517""W","1918","F13B89","R","Aguascalientes","Rincón de Romos"
"010100212","21°50'23.414""N","102°05'11.155""W","2014","F13D19","R","Aguascalientes","El Llano"
"010010213","21°46'12.753""N","102°06'21.806""W","1988","F13D19","R","Aguascalientes","Aguascalientes"
"010020213","22°03'37.192""N","101°58'52.121""W","2039","F14A81","R","Aguascalientes","Asientos"
"010070213","22°11'15.705""N","102°17'22.266""W","1917","F13B89","R","Aguascalientes","Rincón de Romos"
"010100213","21°48'36.121""N","102°06'30.884""W","2005","F13D19","R","Aguascalientes","El Llano"
"010070217","22°18'46.174""N","102°12'51.010""W","1939","F13B79","R","Aguascalientes","Rincón de Romos"
"010020222","22°17'27.678""N","102°03'20.768""W","2046","F13B79","R","Aguascalientes","Asientos"
"010020218","22°14'29.027""N","102°01'12.821""W","2020","F13B89","R","Aguascalientes","Asientos"
"010030218","21°55'25.216""N","102°42'21.053""W","1715","F13D17","R","Aguascalientes","Calvillo"
"010050218","21°53'18.823""N","102°27'49.422""W","1997","F13D18","R","Aguascalientes","Jesús María"
"010060218","22°09'47.103""N","102°15'21.088""W","1897","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010060219","22°07'42.998""N","102°15'13.594""W","1912","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010070219","22°10'59.121""N","102°17'13.193""W","1915","F13B89","R","Aguascalientes","Rincón de Romos"
"010100219","21°49'16.592""N","102°07'22.605""W","2002","F13D19","R","Aguascalientes","El Llano"
"010020220","22°14'23.911""N","102°00'37.976""W","2020","F13B89","R","Aguascalientes","Asientos"
"010030220","21°54'29.251""N","102°46'31.174""W","2013","F13D17","R","Aguascalientes","Calvillo"
"010060220","22°09'46.449""N","102°14'49.068""W","1907","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010070220","22°10'17.774""N","102°19'18.741""W","1927","F13B89","R","Aguascalientes","Rincón de Romos"
"010100220","21°50'51.429""N","102°03'53.336""W","2013","F13D19","R","Aguascalientes","El Llano"
"010020221","22°13'52.835""N","102°00'54.696""W","2020","F13B89","R","Aguascalientes","Asientos"
"010060221","22°09'31.438""N","102°16'06.454""W","1900","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010070221","22°08'44.580""N","102°19'04.797""W","1915","F13B89","R","Aguascalientes","Rincón de Romos"
"010100221","21°48'15.179""N","102°08'02.756""W","2000","F13D19","R","Aguascalientes","El Llano"
"010030222","21°49'52.314""N","102°45'00.514""W","1660","F13D17","R","Aguascalientes","Calvillo"
"010050222","21°57'10.827""N","102°18'06.793""W","1880","F13D19","R","Aguascalientes","Jesús María"
"010070222","22°10'44.768""N","102°16'36.542""W","1909","F13B89","R","Aguascalientes","Rincón de Romos"
"010100222","21°53'07.323""N","102°07'00.666""W","2003","F13D19","R","Aguascalientes","El Llano"
"010010226","21°54'26.315""N","102°21'31.722""W","1901","F13D18","R","Aguascalientes","Aguascalientes"
"010020223","22°03'08.665""N","102°06'15.918""W","1961","F13B89","R","Aguascalientes","Asientos"
"010030223","21°49'15.058""N","102°42'13.730""W","1763","F13D17","R","Aguascalientes","Calvillo"
"010050223","22°00'10.615""N","102°17'15.479""W","1893","F13B89","R","Aguascalientes","Jesús María"
"010070223","22°18'04.875""N","102°13'25.052""W","1934","F13B79","R","Aguascalientes","Rincón de Romos"
"010100223","21°54'15.694""N","102°08'34.132""W","2043","F13D19","R","Aguascalientes","El Llano"
"010030224","21°50'57.919""N","102°43'47.241""W","1640","F13D17","R","Aguascalientes","Calvillo"
"010060224","22°08'26.766""N","102°19'12.237""W","1927","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010070224","22°19'30.700""N","102°14'04.188""W","1940","F13B79","R","Aguascalientes","Rincón de Romos"
"010020225","22°04'15.964""N","102°00'35.391""W","2027","F13B89","R","Aguascalientes","Asientos"
"010030225","21°51'49.905""N","102°42'54.228""W","1700","F13D17","R","Aguascalientes","Calvillo"
"010060225","22°08'10.599""N","102°18'56.676""W","1910","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010100225","21°55'04.000""N","101°57'19.000""W","2044","F14C11","R","Aguascalientes","El Llano"
"010020226","22°09'57.501""N","102°03'56.521""W","2031","F13B89","R","Aguascalientes","Asientos"
"010050226","22°00'36.403""N","102°17'42.550""W","1899","F13B89","R","Aguascalientes","Jesús María"
"010070226","22°13'15.093""N","102°16'57.183""W","1927","F13B89","R","Aguascalientes","Rincón de Romos"
"010100226","21°54'37.709""N","101°57'41.825""W","2033","F14C11","R","Aguascalientes","El Llano"
"010020235","22°15'12.973""N","102°02'17.937""W","2033","F13B79","R","Aguascalientes","Asientos"
"010010227","21°41'09.121""N","102°27'05.314""W","1767","F13D28","R","Aguascalientes","Aguascalientes"
"010020227","22°04'33.219""N","102°00'48.719""W","2030","F13B89","R","Aguascalientes","Asientos"
"010070227","22°12'40.241""N","102°18'18.406""W","1931","F13B89","R","Aguascalientes","Rincón de Romos"
"010010228","21°54'27.546""N","102°12'45.362""W","1972","F13D19","R","Aguascalientes","Aguascalientes"
"010020228","22°16'58.745""N","102°02'50.763""W","2044","F13B79","R","Aguascalientes","Asientos"
"010030228","21°48'56.485""N","102°43'51.721""W","1764","F13D17","R","Aguascalientes","Calvillo"
"010050228","22°00'26.867""N","102°20'26.599""W","1910","F13B88","R","Aguascalientes","Jesús María"
"010060228","22°07'13.866""N","102°18'44.527""W","1902","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010070228","22°13'05.719""N","102°18'24.618""W","1934","F13B89","R","Aguascalientes","Rincón de Romos"
"010020229","22°05'03.911""N","102°04'57.188""W","1969","F13B89","R","Aguascalientes","Asientos"
"010050229","21°54'05.475""N","102°28'00.170""W","1978","F13D18","R","Aguascalientes","Jesús María"
"010060229","22°05'46.942""N","102°16'23.236""W","1894","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010070229","22°13'58.518""N","102°18'19.765""W","1938","F13B89","R","Aguascalientes","Rincón de Romos"
"010100229","21°56'40.143""N","102°02'49.062""W","2058","F13D19","R","Aguascalientes","El Llano"
"010010230","21°53'31.961""N","102°20'47.853""W","1879","F13D18","R","Aguascalientes","Aguascalientes"
"010020230","22°10'23.982""N","102°02'45.415""W","2011","F13B89","R","Aguascalientes","Asientos"
"010060230","22°05'15.291""N","102°19'58.807""W","1953","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010070230","22°13'17.805""N","102°18'08.774""W","1932","F13B89","R","Aguascalientes","Rincón de Romos"
"010100230","21°54'21.112""N","101°57'56.696""W","2026","F14C11","R","Aguascalientes","El Llano"
"010030233","21°49'25.816""N","102°42'19.870""W","1789","F13D17","R","Aguascalientes","Calvillo"
"010060233","22°03'19.491""N","102°18'48.475""W","1910","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010100233","21°51'28.910""N","102°10'05.974""W","1977","F13D19","R","Aguascalientes","El Llano"
"010050234","21°59'27.451""N","102°16'49.203""W","1878","F13D19","R","Aguascalientes","Jesús María"
"010100234","21°55'30.592""N","101°57'34.227""W","2035","F14C11","R","Aguascalientes","El Llano"
"010070235","22°09'57.040""N","102°19'09.106""W","1919","F13B89","R","Aguascalientes","Rincón de Romos"
"010100235","21°51'08.391""N","102°10'02.415""W","1971","F13D19","R","Aguascalientes","El Llano"
"010010231","21°45'19.300""N","102°11'59.812""W","1961","F13D19","R","Aguascalientes","Aguascalientes"
"010020231","22°03'26.950""N","101°59'37.400""W","2032","F14A81","R","Aguascalientes","Asientos"
"010030231","21°56'29.280""N","102°38'28.868""W","2443","F13D18","R","Aguascalientes","Calvillo"
"010050231","21°59'18.978""N","102°20'12.067""W","1886","F13D18","R","Aguascalientes","Jesús María"
"010060231","22°05'05.381""N","102°19'25.821""W","1934","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010070231","22°15'21.518""N","102°15'41.377""W","1919","F13B79","R","Aguascalientes","Rincón de Romos"
"010100231","21°52'57.898""N","102°00'49.331""W","2000","F13D19","R","Aguascalientes","El Llano"
"010020232","22°04'04.398""N","101°58'41.908""W","2045","F14A81","R","Aguascalientes","Asientos"
"010060232","22°05'11.996""N","102°19'56.193""W","1950","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010070232","22°10'38.723""N","102°17'09.749""W","1914","F13B89","R","Aguascalientes","Rincón de Romos"
"010100232","21°54'28.000""N","101°57'58.000""W","2026","F14C11","R","Aguascalientes","El Llano"
"010010236","21°44'44.493""N","102°07'00.850""W","1969","F13D29","R","Aguascalientes","Aguascalientes"
"010030236","21°46'38.112""N","102°45'09.864""W","1769","F13D17","R","Aguascalientes","Calvillo"
"010050236","21°59'21.055""N","102°19'44.995""W","1870","F13D19","R","Aguascalientes","Jesús María"
"010060236","22°07'39.542""N","102°18'44.542""W","1911","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010070236","22°15'18.076""N","102°16'39.295""W","1926","F13B79","R","Aguascalientes","Rincón de Romos"
"010100236","21°52'08.798""N","102°06'14.981""W","2022","F13D19","R","Aguascalientes","El Llano"
"010030235","21°56'34.887""N","102°42'38.836""W","1903","F13D17","R","Aguascalientes","Calvillo"
"010050235","21°56'46.000""N","102°20'36.000""W","1881","F13D18","R","Aguascalientes","Jesús María"
"010060235","22°07'28.973""N","102°19'03.077""W","1908","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010050139","","","","","R","Aguascalientes","Jesús María"
"010010098","","","","","R","Aguascalientes","Aguascalientes"
"010030023","","","","","R","Aguascalientes","Calvillo"
"010060175","","","","","R","Aguascalientes","Pabellón de Arteaga"
"010080003","","","","","R","Aguascalientes","San José de Gracia"
"010010306","","","","","R","Aguascalientes","Aguascalientes"
"010010307","","","","","R","Aguascalientes","Aguascalientes"
"010010247","","","","","R","Aguascalientes","Aguascalientes"
"010010248","","","","","R","Aguascalientes","Aguascalientes"
"010010159","","","","","R","Aguascalientes","Aguascalientes"
"010010165","","","","","R","Aguascalientes","Aguascalientes"
"010010260","","","","","R","Aguascalientes","Aguascalientes"
"010010261","","","","","R","Aguascalientes","Aguascalientes"
"010010502","","","","","R","Aguascalientes","Aguascalientes"
"010010503","","","","","R","Aguascalientes","Aguascalientes"
"010020026","","","","","R","Aguascalientes","Asientos"
"010050133","","","","","R","Aguascalientes","Jesús María"
"010010237","22°00'57.948""N","102°08'42.058""W","1935","F13B89","U","Aguascalientes","Aguascalientes"
"010020237","22°03'47.982""N","101°57'52.280""W","2050","F14A81","R","Aguascalientes","Asientos"
"010030237","21°56'25.964""N","102°36'27.946""W","2443","F13D18","R","Aguascalientes","Calvillo"
"010060237","22°04'58.982""N","102°18'29.840""W","1911","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010070237","22°14'28.858""N","102°19'30.290""W","1958","F13B89","R","Aguascalientes","Rincón de Romos"
"010100237","21°50'15.076""N","102°04'15.932""W","2012","F13D19","R","Aguascalientes","El Llano"
"010050238","21°58'36.227""N","102°17'51.293""W","1874","F13D19","R","Aguascalientes","Jesús María"
"010070238","22°13'19.188""N","102°18'32.676""W","1938","F13B89","R","Aguascalientes","Rincón de Romos"
"010100238","21°50'56.709""N","102°05'53.381""W","2018","F13D19","R","Aguascalientes","El Llano"
"010010239","22°00'02.173""N","102°12'02.362""W","1922","F13B89","U","Aguascalientes","Aguascalientes"
"010060239","22°08'17.624""N","102°16'24.256""W","1900","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010070239","22°10'06.048""N","102°20'41.451""W","1932","F13B88","R","Aguascalientes","Rincón de Romos"
"010100239","21°48'55.000""N","102°05'07.000""W","2002","F13D19","R","Aguascalientes","El Llano"
"010020240","22°09'43.072""N","102°02'12.174""W","1997","F13B89","R","Aguascalientes","Asientos"
"010050240","21°56'52.000""N","102°18'44.000""W","1876","F13D19","R","Aguascalientes","Jesús María"
"010060240","22°06'49.700""N","102°19'25.855""W","1899","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010010511","","","","","R","Aguascalientes","Aguascalientes"
"010010516","","","","","R","Aguascalientes","Aguascalientes"
"010010423","","","","","R","Aguascalientes","Aguascalientes"
"010010424","","","","","R","Aguascalientes","Aguascalientes"
"010010427","","","","","R","Aguascalientes","Aguascalientes"
"010010428","","","","","R","Aguascalientes","Aguascalientes"
"010010434","","","","","R","Aguascalientes","Aguascalientes"
"010010435","","","","","R","Aguascalientes","Aguascalientes"
"010010436","","","","","R","Aguascalientes","Aguascalientes"
"010010438","","","","","R","Aguascalientes","Aguascalientes"
"010010744","","","","F13D18","R","Aguascalientes","Aguascalientes"
"010010312","","","","","R","Aguascalientes","Aguascalientes"
"010010373","","","","","R","Aguascalientes","Aguascalientes"
"010010136","","","","","R","Aguascalientes","Aguascalientes"
"010010137","","","","","R","Aguascalientes","Aguascalientes"
"010010099","","","","","R","Aguascalientes","Aguascalientes"
"010010108","","","","","R","Aguascalientes","Aguascalientes"
"010010305","","","","","R","Aguascalientes","Aguascalientes"
"010010194","","","","","R","Aguascalientes","Aguascalientes"
"010010195","","","","","R","Aguascalientes","Aguascalientes"
"010010198","","","","","R","Aguascalientes","Aguascalientes"
"010010200","","","","","R","Aguascalientes","Aguascalientes"
"010060115","","","","","R","Aguascalientes","Pabellón de Arteaga"
"010060117","","","","","R","Aguascalientes","Pabellón de Arteaga"
"010090002","","","","","R","Aguascalientes","Tepezalá"
"010050116","","","","","R","Aguascalientes","Jesús María"
"010010116","","","","","R","Aguascalientes","Aguascalientes"
"010040006","","","","","R","Aguascalientes","Cosío"
"010010786","","","","","R","Aguascalientes","Aguascalientes"
"010060156","","","","","R","Aguascalientes","Pabellón de Arteaga"
"010060061","","","","","R","Aguascalientes","Pabellón de Arteaga"
"010010796","","","","","R","Aguascalientes","Aguascalientes"
"010010161","","","","","R","Aguascalientes","Aguascalientes"
"010010163","","","","","R","Aguascalientes","Aguascalientes"
"010010235","","","","","R","Aguascalientes","Aguascalientes"
"010010238","","","","","R","Aguascalientes","Aguascalientes"
"010010140","","","","","R","Aguascalientes","Aguascalientes"
"010010314","","","","","R","Aguascalientes","Aguascalientes"
"010010522","","","","","R","Aguascalientes","Aguascalientes"
"010011197","","","","","R","Aguascalientes","Aguascalientes"
"010060082","","","","","R","Aguascalientes","Pabellón de Arteaga"
"010060083","","","","","R","Aguascalientes","Pabellón de Arteaga"
"010050117","","","","","R","Aguascalientes","Jesús María"
"010010376","","","","","R","Aguascalientes","Aguascalientes"
"010010380","","","","","R","Aguascalientes","Aguascalientes"
"010010381","","","","","R","Aguascalientes","Aguascalientes"
"010010384","","","","","R","Aguascalientes","Aguascalientes"
"010010385","","","","","R","Aguascalientes","Aguascalientes"
"010010797","","","","","R","Aguascalientes","Aguascalientes"
"010010246","","","","","R","Aguascalientes","Aguascalientes"
"010050119","","","","","R","Aguascalientes","Jesús María"
"010050120","","","","","R","Aguascalientes","Jesús María"
"010050122","","","","","R","Aguascalientes","Jesús María"
"010050132","","","","","R","Aguascalientes","Jesús María"
"010010413","","","","","R","Aguascalientes","Aguascalientes"
"010010240","","","","","R","Aguascalientes","Aguascalientes"
